Index@CheckId@Status@Category@DesignCategory@Severity@FileId@Module@ArgList@ClusterInfo@OldRtlId
2f0af0e0@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:FRAC_DECI_OUT[DATA_ADDR]#1:20#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
e0190b6b@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_24_OUT[DATA_ADDR-72]#1:20#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
44460aa2@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_1_OUT[DATA_ADDR-72-5]#1:20#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
739cc68@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_2_OUT[DATA_ADDR-72-10]#1:20#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
a98363b5@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:CIC_R_OUT#1:5#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
e4da99fc@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:CTRL[DATA_ADDR-72-15-1]#1:1#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
2b03861b@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:OUT_SEL#1:2#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
42be5abb@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:COEFF_SEL#1:3#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
7b73c852@0@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:STATUS#1:3#2:32#3:MPRAM#4:MPRAM.sv#rtl_id:2f4a23e7_00200"@"0"@"2f4a23e7_00100:"
e697ba89@0@uninspected@Rtl Design Style@Rtl Design Style@Error@1@"rounding_overflow_arith"@"0:raw#1:20#2:38#3:rounding_overflow_arith#4:rounding_overflow_handling.sv#rtl_id:f7f7df8b_00200"@"0"@"f7f7df8b_00100:"
9e3f450d@0@uninspected@Rtl Design Style@Rtl Design Style@Error@1@"rounding_overflow_arith"@"0:raw#1:24#2:42#3:rounding_overflow_arith#4:rounding_overflow_handling.sv#rtl_id:f7f7df8b_00200"@"0"@"f7f7df8b_00100:"
ead9700a@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:20#3:MPRAM#4:MPRAM.sv#rtl_id:cf612ebb_00200"@"0"@"cf612ebb_00100:"
4708e486@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:20#3:MPRAM#4:MPRAM.sv#rtl_id:2b8191f1_00200"@"0"@"2b8191f1_00100:"
6f2ee4bd@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:20#3:MPRAM#4:MPRAM.sv#rtl_id:bcae1000_00200"@"0"@"bcae1000_00100:"
faad0ddf@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:20#3:MPRAM#4:MPRAM.sv#rtl_id:448d19c_00200"@"0"@"448d19c_00100:"
632092d9@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:5#3:MPRAM#4:MPRAM.sv#rtl_id:4727e2f7_00200"@"0"@"4727e2f7_00100:"
dcede604@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:1#3:MPRAM#4:MPRAM.sv#rtl_id:111938fb_00200"@"0"@"111938fb_00100:"
a12b0c83@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:2#3:MPRAM#4:MPRAM.sv#rtl_id:34fe96c4_00200"@"0"@"34fe96c4_00100:"
1b12371d@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:3#3:MPRAM#4:MPRAM.sv#rtl_id:72a1a2ca_00200"@"0"@"72a1a2ca_00100:"
a6a48ab3@1@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:PRDATA#1:32#2:3#3:MPRAM#4:MPRAM.sv#rtl_id:e4bb2000_00200"@"0"@"e4bb2000_00100:"
a7a1ca4d@2@uninspected@Rtl Design Style@Rtl Design Style@Warning@1@"rounding_overflow_arith"@"0:result_interm[20:16]#1:rounding_overflow_arith#2:rounding_overflow_handling.sv#"@"0"@""
39b80883@2@uninspected@Rtl Design Style@Rtl Design Style@Warning@1@"rounding_overflow_arith"@"0:result_interm[24:16]#1:rounding_overflow_arith#2:rounding_overflow_handling.sv#"@"0"@""
9cfcf0b3@3@uninspected@Rtl Design Style@Rtl Design Style@Info@2@"TOP"@"0:cic_overflow#1:TOP#2:TOP.sv#"@"0"@""
f1eba636@3@uninspected@Rtl Design Style@Rtl Design Style@Info@2@"TOP"@"0:cic_underflow#1:TOP#2:TOP.sv#"@"0"@""
4ba18ee0@4@uninspected@Rtl Design Style@Rtl Design Style@Info@3@"fractional_decimator"@"0:fractional_decimator#1:fractional_decimator.sv#rtl_id:ee720f0d_00200"@"0"@""
deda56a0@4@uninspected@Rtl Design Style@Rtl Design Style@Info@3@"fractional_decimator"@"0:fractional_decimator#1:fractional_decimator.sv#rtl_id:17bb8f04_00200"@"0"@""
16fab0d6@4@uninspected@Rtl Design Style@Rtl Design Style@Info@4@"IIR"@"0:IIR#1:iir.sv#rtl_id:78614bc3_00200"@"0"@""
7a2827fa@4@uninspected@Rtl Design Style@Rtl Design Style@Info@4@"IIR"@"0:IIR#1:iir.sv#rtl_id:7addccf7_00200"@"0"@""
33a7c447@4@uninspected@Rtl Design Style@Rtl Design Style@Info@4@"IIR"@"0:IIR#1:iir.sv#rtl_id:f275cf33_00200"@"0"@""
4a742810@4@uninspected@Rtl Design Style@Rtl Design Style@Info@4@"IIR"@"0:IIR#1:iir.sv#rtl_id:a4d16f57_00200"@"0"@""
94017fac@4@uninspected@Rtl Design Style@Rtl Design Style@Info@4@"IIR"@"0:IIR#1:iir.sv#rtl_id:be520ba9_00200"@"0"@""
b693565a@5@uninspected@Connectivity@Implementation@Warning@5@"CIC"@"0:valid_out#1:COMB_INST_0#2:CIC#3:cic.sv#"@"0"@""
b646737a@6@uninspected@Nomenclature Style@Nomenclature Style@Info@6@"APB_Bridge"@"0:SETUP#1:SDF or EDIF keyword#2:APB_Bridge#3:APB_Bridge.sv#"@"0"@""
3cae603@6@uninspected@Nomenclature Style@Nomenclature Style@Info@6@"APB_Bridge"@"0:ACCESS#1:VHDL keyword#2:APB_Bridge#3:APB_Bridge.sv#"@"0"@""
c4d28c99@7@uninspected@Simulation@Simulation@Error@6@"APB_Bridge"@"0:APB_Bridge#1:APB_Bridge.sv#rtl_id:279d97d4_00201"@"0"@"279d97d4_00101:"
b3785250@7@uninspected@Simulation@Simulation@Error@0@"MPRAM"@"0:MPRAM#1:MPRAM.sv#rtl_id:a12815af_00201"@"0"@"a12815af_00101:"
e16c5b91@8@uninspected@Rtl Design Style@Rtl Design Style@Warning@2@"TOP"@"0:coeff_out[71:5]#1:TOP#2:TOP.sv#"@""@""
8f1f298a@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_24_OUT[DATA_ADDR-TAPS]#1:MPRAM#2:MPRAM.sv#"@"1"@""
843c47cb@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_1_OUT[DATA_ADDR-TAPS-NUM_DENUM]#1:MPRAM#2:MPRAM.sv#"@"1"@""
b68c11b@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_2_OUT[DATA_ADDR-TAPS-2*NUM_DENUM]#1:MPRAM#2:MPRAM.sv#"@"1"@""
a77bb694@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:CTRL[DATA_ADDR-TAPS-3*NUM_DENUM-1]#1:MPRAM#2:MPRAM.sv#"@"1"@""
8f1f298a_1@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_24_OUT[DATA_ADDR-TAPS]#1:MPRAM#2:MPRAM.sv#"@"-1"@""
843c47cb_1@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_1_OUT[DATA_ADDR-TAPS-NUM_DENUM]#1:MPRAM#2:MPRAM.sv#"@"-1"@""
b68c11b_1@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:IIR_5_2_OUT[DATA_ADDR-TAPS-2*NUM_DENUM]#1:MPRAM#2:MPRAM.sv#"@"-1"@""
a77bb694_1@9@uninspected@Rtl Design Style@Rtl Design Style@Error@0@"MPRAM"@"0:CTRL[DATA_ADDR-TAPS-3*NUM_DENUM-1]#1:MPRAM#2:MPRAM.sv#"@"-1"@""
b6ebd680@10@uninspected@Rtl Design Style@Rtl Design Style@Warning@7@"COMB"@"0:COMB#1:comb.sv#rtl_id:b072e516_00200"@"0"@""
84093d41@10@uninspected@Rtl Design Style@Rtl Design Style@Warning@3@"fractional_decimator"@"0:fractional_decimator#1:fractional_decimator.sv#rtl_id:ccf243c5_00200"@"0"@""
394c2700@10@uninspected@Rtl Design Style@Rtl Design Style@Warning@3@"fractional_decimator"@"0:fractional_decimator#1:fractional_decimator.sv#rtl_id:85dfda7e_00200"@"0"@""
80dc742@11@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"MPRAM"@"0:DATA_ADDR-72-5#1:2#2:MPRAM#3:MPRAM.sv#rtl_id:7da2b6f8_00200"@"0"@""
2ba50abd@11@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"MPRAM"@"0:DATA_ADDR-72-10#1:2#2:MPRAM#3:MPRAM.sv#rtl_id:7714db7c_00200"@"0"@""
d8690a8c@11@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"MPRAM"@"0:DATA_ADDR-72-15-1#1:3#2:MPRAM#3:MPRAM.sv#rtl_id:646e12fe_00200"@"0"@""
bd7aeb06@11@uninspected@Rtl Design Style@Rtl Design Style@Warning@4@"IIR"@"0:num_products[0]+num_products[1]+num_products[2]-(den_products[0]+den_products[1])#1:3#2:IIR#3:iir.sv#rtl_id:fd16530f_00200"@"0"@""
79e73b98@12@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"MPRAM"@"0:7#1:MPRAM#2:MPRAM.sv#4:9#"@"0"@""
849ef868@13@uninspected@Rtl Design Style@Rtl Design Style@Info@6@"APB_Bridge"@"0:APB_Bridge#1:APB_Bridge.sv#rtl_id:7389c170_00200"@"0"@""
c5dfeac5@14@uninspected@Rtl Design Style@Rtl Design Style@Warning@5@"CIC"@"0:dec_factor-1#1:CIC#2:cic.sv#"@"0"@""
f28324de@15@uninspected@Rtl Design Style@Rtl Design Style@Warning@6@"APB_Bridge"@"0:6#1:5#2:APB_Bridge#3:APB_Bridge.sv#"@"0"@""
f7d79026@15@uninspected@Rtl Design Style@Rtl Design Style@Warning@0@"MPRAM"@"0:15#1:5#2:MPRAM#3:MPRAM.sv#"@"0"@""
2f96d7b1@15@uninspected@Rtl Design Style@Rtl Design Style@Warning@1@"rounding_overflow_arith"@"0:7#1:5#2:rounding_overflow_arith#3:rounding_overflow_handling.sv#"@"0"@""
1ae15ab6@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,6@"APB"@"0:ADDR_WIDTH#1:4#2:APB#3:APB.sv#5:APB_Bridge#6:APB_Bridge.sv#"@""@""
573dcc10@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,2@"APB"@"0:PDATA_WIDTH#1:2#2:APB#3:APB.sv#5:TOP#6:TOP.sv#"@""@""
17e6da01@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,6@"APB"@"0:DATA_WIDTH#1:10#2:APB#3:APB.sv#5:APB_Bridge#6:APB_Bridge.sv#"@""@""
41bd2566@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,9@"APB"@"0:COEFF_WIDTH#1:7#2:APB#3:APB.sv#5:CORE#6:CORE.sv#"@""@""
d2ee2a2e@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,9@"APB"@"0:N_TAP#1:4#2:APB#3:APB.sv#5:CORE#6:CORE.sv#"@""@""
8075ca00@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,0@"APB"@"0:NUM_DENUM#1:3#2:APB#3:APB.sv#5:MPRAM#6:MPRAM.sv#"@""@""
15b5399d@16@uninspected@Nomenclature Style@Nomenclature Style@Info@8,6@"APB"@"0:COMP#1:4#2:APB#3:APB.sv#5:APB_Bridge#6:APB_Bridge.sv#"@""@""
9484471b@16@uninspected@Nomenclature Style@Nomenclature Style@Info@9,4@"CORE"@"0:COEFF_FRAC#1:5#2:CORE#3:CORE.sv#5:IIR#6:iir.sv#"@""@""
dad1e8c5@16@uninspected@Nomenclature Style@Nomenclature Style@Info@9,4@"CORE"@"0:NUM_COEFF_DEPTH#1:3#2:CORE#3:CORE.sv#5:IIR#6:iir.sv#"@""@""
421590ca@16@uninspected@Nomenclature Style@Nomenclature Style@Info@9,4@"CORE"@"0:DEN_COEFF_DEPTH#1:3#2:CORE#3:CORE.sv#5:IIR#6:iir.sv#"@""@""
3ccd0e17@16@uninspected@Nomenclature Style@Nomenclature Style@Info@9,4@"CORE"@"0:COEFF_DEPTH#1:3#2:CORE#3:CORE.sv#5:IIR#6:iir.sv#"@""@""
778614df@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF0#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
9f0a3122@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF18#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
b6694bc5@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF1#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
5ee56e38@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF19#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
2f29acaa@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF2#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
fb51ea99@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF20#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
3abeb583@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF21#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
eec6f3b0@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF3#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
a3fe52ec@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF22#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
c6d96435@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF4#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
62110df6@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF23#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
7363b2f@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF5#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
4a0e9a73@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF24#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
9e76dc40@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF6#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
8be1c569@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF25#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
5f99835a@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF7#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
12a12206@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF26#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
ce49f34a@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF8#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
d34e7d1c@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF27#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
fa6ac50@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF9#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
26c5d6b7@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF10#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
429e0d0c@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF28#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
e72a89ad@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF11#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
83715216@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF29#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
7e6a6ec2@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF12#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
6f2fcbc@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF30#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
bf8531d8@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF13#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
c71da3a6@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF31#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
979aa65d@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF14#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
5e5d44c9@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF32#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
5675f947@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF15#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
9fb21bd3@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF33#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
cf351e28@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF16#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
b7ad8c56@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF34#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
eda4132@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF17#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
7642d34c@16@uninspected@Nomenclature Style@Nomenclature Style@Info@0,3@"MPRAM"@"0:COEFF35#1:2#2:MPRAM#3:MPRAM.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
3576c141@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,9@"CIC"@"0:DATA_FRAC#1:6#2:CIC#3:cic.sv#5:CORE#6:CORE.sv#"@""@""
ae438b03@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,9@"CIC"@"0:Q#1:3#2:CIC#3:cic.sv#5:CORE#6:CORE.sv#"@""@""
589940ee@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,7@"CIC"@"0:N#1:4#2:CIC#3:cic.sv#5:COMB#6:comb.sv#"@""@""
9c68b503@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,9@"CIC"@"0:MAX_DEC_FACTOR#1:2#2:CIC#3:cic.sv#5:CORE#6:CORE.sv#"@""@""
88a24f12@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,4@"CIC"@"0:ACC_FRAC#1:4#2:CIC#3:cic.sv#5:IIR#6:iir.sv#"@""@""
b6c9a509@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,7@"CIC"@"0:ACC_WIDTH#1:6#2:CIC#3:cic.sv#5:COMB#6:comb.sv#"@""@""
73548de3@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,9@"CIC"@"0:DEC_WIDTH#1:2#2:CIC#3:cic.sv#5:CORE#6:CORE.sv#"@""@""
1504a0bf@16@uninspected@Nomenclature Style@Nomenclature Style@Info@5,4@"CIC"@"0:SCALE#1:4#2:CIC#3:cic.sv#5:IIR#6:iir.sv#"@""@""
b88c149a@16@uninspected@Nomenclature Style@Nomenclature Style@Info@4,3@"IIR"@"0:PROD_WIDTH#1:3#2:IIR#3:iir.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
48eaaab3@16@uninspected@Nomenclature Style@Nomenclature Style@Info@4,3@"IIR"@"0:PROD_FRAC#1:3#2:IIR#3:iir.sv#5:fractional_decimator#6:fractional_decimator.sv#"@""@""
1c01d44b@16@uninspected@Nomenclature Style@Nomenclature Style@Info@4,0@"IIR"@"0:B0_1#1:2#2:IIR#3:iir.sv#5:MPRAM#6:MPRAM.sv#"@""@""
